num_visits_customer,total_net_sales,is_cc_user,avg_net_sales_per_visit,pct_spent_sweaters,pct_spent_knit_tops,pct_spent_knit_dresses,pct_spent_blouses,pct_spent_jackets,pct_spent_career_pants,pct_spent_casual_pants,pct_spent_shirts,pct_spent_dresses,pct_spent_suits,pct_spent_outwear,pct_spent_jewelry,pct_spent_fashion,pct_spent_legwear,pct_spent_collectibles,ammount_spend_store_1,ammount_spend_store_2,ammount_spend_store_3,ammount_spend_store_4,ammount_spend_past_3months,ammount_spend_past_month,ammount_spend_past_6months,ammount_spend_last_year_same_period,gross margin percentage,num_mkt_promotions,num_days_customer,num_days_between_purchases,markdown,num_diff_product_classes,num_cupons_used,num_individual_items_purchased,num_stores_shopped,has_valid_phone,is_web_shopper,promotions_num_mailed,promotions_num_responded,promotions_pct_responded,product_uniformity,num_days_between_purchases_lifetime,pct_returns_products
4,313.98,False,78.49,0.12,0.12,0.0,0.09,0.0,0.18,0.07,0.0,0.26,0.0,0.0,0.0,0.12,0.0,0.18,0.0,0.0,313.98,0.0,0.0,0.0,131.98,0.0,0.67,18,586,146.5,0.0,7,0,8,2,True,False,9,2,22.22,20.34,73.25,0.0
3,114.73,False,38.24,0.36,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.74,9.99,0.0,17.78,0.0,101.74,0.0,0.45,15,605,201.66,0.26,3,0,7,4,True,False,8,0,0.0,53.59,60.5,0.0
2,145.46,False,72.73,0.22,0.0,0.0,0.12,0.0,0.0,0.22,0.17,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,69.97,75.49,0.0,0.0,0.0,145.46,0.0,0.51,3,501,250.5,0.01,5,0,7,2,True,False,0,0,0.0,15.28,71.57,0.2
2,85.5,False,42.75,0.0,0.0,0.0,0.0,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.23,0.0,0.0,0.0,85.5,0.0,0.0,0.0,0.0,0.0,0.52,9,581,290.5,0.28,3,0,4,1,True,False,3,0,0.0,53.66,72.62,0.0
3,208.24,True,69.41,0.0,0.16,0.0,0.06,0.0,0.0,0.15,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.24,0.0,0.0,0.0,208.24,0.0,0.64,7,453,151.0,0.11,5,0,15,1,True,False,5,0,0.0,9.82,75.5,0.7
18,851.07,True,47.28,0.11,0.01,0.0,0.04,0.0,0.09,0.03,0.08,0.07,0.03,0.0,0.0,0.008287,0.04,0.02,0.0,0.0,355.97,495.1,98.75,0.0,92.75,357.91,0.53,27,657,36.5,0.19,19,2,53,3,True,False,9,4,44.44,4.37,17.28,0.77
1,88.0,False,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,88.0,0.69,13,635,635.0,0.0,1,0,1,1,False,False,5,0,0.0,100.0,158.75,0.0
1,177.96,False,177.96,0.0,0.0,0.0,0.56,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,138.96,0.0,0.0,0.0,0.0,0.0,0.58,15,283,283.0,0.1,2,0,6,2,True,False,4,0,0.0,50.76,141.5,0.0
15,851.89,True,56.79,0.22,0.0,0.0,0.07,0.04,0.14,0.0,0.07,0.0,0.0,0.0,0.0,0.02,0.0,0.04,0.0,589.57,262.32,0.0,0.0,0.0,363.39,0.0,0.62,7,284,18.93,0.1,12,3,35,3,True,False,2,0,0.0,8.57,6.17,0.72
5,716.38,True,143.27,0.13,0.0,0.0,0.06,0.38,0.15,0.0,0.0,0.19,0.0,0.06,0.0,0.0,0.0,0.44,0.0,0.0,716.38,0.0,0.0,0.0,461.38,0.0,0.62,4,466,93.2,0.07,6,0,12,4,True,False,1,0,0.0,43.63,29.12,0.0
2,188.98,False,94.49,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.0,99.0,89.98,0.0,99.0,99.0,99.0,0.0,0.56,6,278,139.0,0.0,2,0,3,2,True,False,2,0,0.0,127.44,139.0,0.0
1,68.99,False,68.99,0.28,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.99,0.0,68.99,0.0,68.99,0.0,0.65,0,68,68.0,0.11,2,0,2,1,True,False,0,0,0.0,58.84,68.0,0.0
1,139.79,True,139.79,0.26,0.1,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.56,3.23,0.0,139.79,0.0,139.79,0.0,0.32,1,62,62.0,0.44,4,1,11,2,True,False,0,0,0.0,30.15,20.66,0.18
1,139.97,False,139.97,0.0,0.0,0.0,0.35,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.99,109.98,0.0,0.0,0.0,0.0,139.97,0.37,13,323,323.0,0.22,3,0,5,2,False,False,4,0,0.0,54.08,161.5,0.0
8,624.19,False,78.02,0.19,0.06,0.03,0.08,0.23,0.09,0.03,0.17,0.05,0.0,0.0,0.02,0.0,0.0,0.27,0.0,585.76,38.43,0.0,68.98,0.0,190.47,0.0,0.53,10,435,54.37,0.22,14,0,24,2,True,False,3,1,33.33,22.77,22.89,0.0
17,725.88,True,42.69,0.08,0.0,0.03,0.08,0.19,0.11,0.05,0.02,0.08,0.0,0.0,0.01,0.06,0.0,0.0,0.0,243.96,481.92,0.0,127.96,0.0,251.93,48.99,0.55,14,650,38.23,0.15,15,0,23,6,True,False,4,2,50.0,8.03,27.08,0.34
3,273.99,False,91.33,0.03,0.0,0.0,0.0,0.35,0.21,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273.99,0.0,0.0,0.0,0.0,0.0,0.53,12,290,96.66,0.2,5,0,6,2,True,False,4,0,0.0,26.35,96.66,0.1
1,88.0,False,88.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.72,13,683,683.0,0.0,2,0,2,1,True,False,9,1,11.11,55.81,62.09,0.0
14,1262.29,True,90.16,0.22,0.01,0.0,0.08,0.17,0.23,0.14,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,633.95,628.34,0.0,76.99,0.0,636.38,0.0,0.54,22,623,44.5,0.13,13,0,36,3,True,False,10,4,40.0,17.97,11.75,0.03
8,661.2,True,82.65,0.27,0.13,0.13,0.09,0.01,0.0,0.06,0.03,0.05,0.0,0.06,0.02,0.0,0.03,0.0,0.0,501.02,160.18,0.0,156.95,0.0,156.95,60.97,0.2,17,688,86.0,0.33,16,0,39,3,True,False,10,3,30.0,13.1,24.57,0.03
16,1646.37,True,102.89,0.2,0.0,0.05,0.12,0.13,0.06,0.05,0.1,0.06,0.05,0.0,0.004374,0.01,0.07,0.03,0.0,1639.38,6.99,0.0,210.98,40.0,783.21,227.7,0.54,24,627,39.18,0.27,18,5,50,3,True,False,10,8,80.0,11.24,14.92,0.04
1,160.0,False,160.0,0.12,0.0,0.0,0.17,0.0,0.12,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,112.0,0.0,0.0,0.0,0.0,0.0,0.65,8,291,291.0,0.08,5,0,6,2,True,False,3,0,0.0,8.73,145.5,0.71
1,148.0,False,148.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,148.0,0.0,0.0,0.0,148.0,0.0,0.72,4,113,113.0,0.0,2,0,2,1,True,False,0,0,0.0,155.7,113.0,0.0
4,814.75,False,203.68,0.06,0.0,0.0,0.22,0.35,0.21,0.0,0.1,0.0,0.0,0.0,0.0,0.03,0.0,0.21,0.0,0.0,814.75,0.0,0.0,0.0,377.25,206.5,0.64,16,656,164.0,0.16,7,2,14,1,True,False,7,3,42.86,28.63,93.71,0.0
1,113.0,False,113.0,0.0,0.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,113.0,0.0,0.0,0.0,0.0,0.0,0.68,14,338,338.0,0.0,3,0,4,1,True,False,5,0,0.0,89.94,338.0,0.0
5,343.65,False,68.73,0.15,0.03,0.0,0.02,0.13,0.0,0.09,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266.96,76.69,0.0,185.17,185.17,185.17,0.0,0.47,21,683,136.6,0.25,9,1,21,2,False,False,6,1,16.67,7.8,32.52,0.67
3,559.72,True,186.57,0.48,0.07,0.06,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,559.72,0.0,0.0,0.0,245.97,315.98,0.6,20,544,181.33,0.13,6,0,17,1,True,False,10,2,20.0,35.25,68.0,0.04
5,257.47,True,51.49,0.7,0.0,0.17,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,3.9e-05,0.0,0.0,0.0,0.0,208.47,49.0,0.0,0.0,0.0,49.01,49.0,0.43,7,374,74.8,0.27,5,1,13,3,True,False,3,0,0.0,54.64,46.75,0.0
1,95.38,True,95.38,0.13,0.0,0.0,0.0,0.46,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,95.38,0.0,0.0,0.0,0.0,0.0,0.24,3,269,269.0,0.48,4,1,4,1,True,False,0,0,0.0,34.95,269.0,0.0
9,1394.92,True,154.99,0.07,0.02,0.08,0.09,0.31,0.0,0.05,0.16,0.15,0.0,0.0,0.0,0.0,0.008427,0.0,0.0,73.98,68.99,1251.95,204.13,0.0,204.13,0.0,0.43,9,635,70.55,0.27,15,0,47,8,True,False,6,0,0.0,17.5,27.6,0.02
4,263.97,True,65.99,0.04,0.0,0.0,0.24,0.0,0.0,0.09,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263.97,0.0,0.0,0.0,164.99,0.0,0.63,11,307,76.75,0.04,6,0,10,1,True,False,3,1,33.33,12.7,51.16,0.6
2,256.0,True,128.0,0.0,0.0,0.0,0.0,0.38,0.23,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,59.0,197.0,0.0,0.0,0.0,0.0,59.0,0.71,18,470,235.0,0.0,4,0,4,2,True,False,9,2,22.22,38.58,78.33,0.0
6,597.98,False,99.66,0.16,0.0,0.0,0.22,0.16,0.22,0.0,0.08,0.13,0.0,0.0,0.0,0.0,0.0,0.13,0.0,336.98,261.0,0.0,126.0,0.0,419.98,0.0,0.68,5,630,105.0,0.0,7,0,11,3,True,False,2,1,50.0,19.98,48.46,0.0
1,100.0,False,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.35,6,206,206.0,0.49,1,0,1,1,False,False,2,0,0.0,100.0,206.0,0.0
1,158.0,False,158.0,0.0,0.0,0.0,0.0,0.62,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,99.0,0.0,0.0,0.0,0.0,0.0,0.68,2,253,253.0,0.0,2,0,2,2,True,False,1,0,0.0,153.2,126.5,0.0
10,173.44,True,17.34,0.39,0.09,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.95,62.49,0.0,40.99,0.0,140.95,0.0,0.49,23,684,68.4,0.17,5,1,15,4,True,False,8,4,50.0,16.63,23.58,0.8
1,88.0,False,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,88.0,0.0,0.63,8,141,141.0,0.0,1,0,1,1,True,False,1,0,0.0,100.0,141.0,0.0
3,88.97,False,29.65,0.55,0.0,0.0,0.22,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.98,19.99,0.0,0.0,0.0,88.97,0.0,0.51,5,691,230.33,0.09,3,0,4,2,True,False,5,0,0.0,40.41,53.15,0.0
1,71.96,True,71.96,0.0,0.0,0.0,0.5,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.97,17.99,0.0,71.96,0.0,71.96,0.0,0.25,9,380,380.0,0.4,3,0,4,2,True,False,1,0,0.0,37.5,95.0,0.0
35,5321.91,True,152.05,0.44,0.01,0.005122,0.13,0.13,0.06,0.1,0.0,0.0,0.0,0.0,0.0,0.03,0.001589,0.0,0.0,2455.17,2866.74,0.0,974.44,450.0,1840.1,834.49,0.55,20,641,18.31,0.23,15,4,166,9,True,False,10,8,80.0,24.77,4.85,0.06
7,458.2,True,65.45,0.39,0.0,0.13,0.12,0.0,0.0,0.22,0.11,0.0,0.0,0.0,0.0,0.01,0.003907,0.0,0.0,236.58,221.62,0.0,69.76,0.0,157.74,114.75,0.38,16,691,98.71,0.33,10,2,22,2,True,False,9,4,44.44,25.0,24.67,0.0
1,68.0,False,68.0,0.0,0.0,0.27,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.62,4,363,363.0,0.0,2,0,2,1,True,False,0,0,0.0,59.73,363.0,0.0
1,74.98,False,74.98,0.0,0.0,0.0,0.0,0.0,0.66,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.98,0.0,0.0,0.0,74.98,0.0,0.56,2,102,102.0,0.0,2,0,2,1,True,False,0,0,0.0,55.55,102.0,0.0
2,395.95,True,197.97,0.0,0.0,0.0,0.0,0.19,0.07,0.12,0.05,0.06,0.0,0.27,0.0,0.21,0.0,0.0,0.0,132.97,262.98,0.0,0.0,0.0,0.0,0.0,0.48,3,558,279.0,0.23,9,0,11,2,True,False,0,0,0.0,18.78,62.0,0.0
10,1372.01,True,137.2,0.09,0.005034,0.01,0.07,0.36,0.14,0.01,0.07,0.03,0.1,0.0,0.0,0.01,0.0,0.08,0.0,1145.53,226.48,0.0,0.0,0.0,535.44,155.24,0.39,15,586,58.6,0.3,17,2,46,4,True,False,9,5,55.56,19.2,15.83,0.08
3,259.95,False,86.65,0.3,0.0,0.0,0.29,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237.98,21.97,0.0,0.0,0.0,87.0,0.0,0.57,5,296,98.66,0.0,5,0,9,2,True,False,1,0,0.0,25.84,59.2,0.22
1,448.2,True,448.2,0.0,0.0,0.0,0.0,0.61,0.11,0.0,0.1,0.15,0.0,0.0,0.0,0.0,0.0,0.51,0.0,160.2,288.0,0.0,0.0,0.0,0.0,0.0,0.68,8,192,192.0,0.1,4,0,6,2,True,False,2,0,0.0,69.48,96.0,0.0
2,127.0,False,63.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,29.0,0.0,0.0,0.0,0.0,78.0,0.69,5,315,157.5,0.0,1,0,3,2,True,False,2,0,0.0,100.0,105.0,0.0
14,647.82,True,46.27,0.11,0.0,0.03,0.03,0.23,0.03,0.11,0.07,0.03,0.0,0.0,0.01,0.01,0.0,0.0,0.0,632.83,14.99,0.0,59.99,0.0,0.0,115.71,0.52,15,677,48.35,0.2,17,1,31,4,True,False,9,6,66.67,9.3,26.03,0.43
1,179.97,True,179.97,0.39,0.0,0.0,0.0,0.4,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,179.97,0.0,0.0,0.0,179.97,0.0,0.56,4,112,112.0,0.17,4,1,6,1,True,False,1,0,0.0,34.75,12.44,0.0
7,982.6,False,140.37,0.009511,0.03,0.07,0.12,0.2,0.09,0.0,0.09,0.06,0.0,0.0,0.02,0.01,0.02,0.04,0.0,171.99,810.61,0.0,418.19,0.0,749.18,0.0,0.59,15,681,97.28,0.08,18,0,42,4,False,False,8,2,25.0,9.1,42.56,0.28
9,297.99,False,33.11,0.18,0.0,0.0,0.05,0.0,0.01,0.0,0.06,0.0,0.0,0.21,0.0,0.007116,0.0,0.08,0.0,0.0,297.99,0.0,0.0,0.0,154.0,184.98,0.57,16,429,47.66,0.21,9,0,15,2,True,False,9,5,55.56,10.77,30.64,1.35
1,98.0,False,98.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,98.0,0.7,4,613,613.0,0.0,1,0,2,1,True,False,2,0,0.0,100.0,306.5,0.0
7,637.58,False,91.08,0.18,0.02,0.02,0.0,0.15,0.17,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,537.83,99.75,0.0,0.0,0.0,421.64,43.5,0.49,16,589,84.14,0.15,10,0,16,5,False,True,9,3,33.33,16.42,45.3,0.19
2,282.0,False,141.0,0.0,0.08,0.37,0.2,0.0,0.22,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,282.0,0.0,0.0,0.0,175.0,0.0,0.68,11,292,146.0,0.0,5,0,7,1,True,False,3,0,0.0,25.55,146.0,0.0
1,578.97,False,578.97,0.0,0.0,0.0,0.0,0.0,0.31,0.13,0.1,0.27,0.17,0.0,0.0,0.0,0.0,0.27,0.0,0.0,578.97,0.0,0.0,0.0,0.0,0.0,0.64,16,342,342.0,0.03,5,0,9,1,False,False,6,0,0.0,30.7,342.0,0.0
3,580.94,False,193.64,0.0,0.05,0.04,0.12,0.12,0.0,0.0,0.14,0.34,0.0,0.0,0.03,0.12,0.01,0.42,0.0,66.99,513.95,0.0,108.99,0.0,580.94,0.0,0.66,12,471,157.0,0.09,11,0,15,2,True,False,7,1,14.29,37.2,6.82,0.0
3,172.86,False,57.62,0.14,0.1,0.0,0.0,0.0,0.0,0.0,0.26,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.86,0.0,0.0,0.0,0.0,0.0,0.62,25,678,226.0,0.16,5,0,5,2,True,False,10,2,20.0,17.55,42.37,0.27
1,515.96,False,515.96,0.05,0.0,0.0,0.0,0.49,0.28,0.04,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.3,0.0,0.0,515.96,0.0,515.96,0.0,515.96,0.0,0.59,0,60,60.0,0.16,5,0,9,1,True,False,0,0,0.0,43.99,60.0,0.0
3,124.46,False,41.48,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.49,53.97,0.0,62.97,0.0,124.46,0.0,0.46,4,133,44.33,0.21,2,0,5,2,True,False,0,0,0.0,62.2,14.77,0.0
2,111.94,False,55.97,0.0,0.0,0.0,0.43,0.0,0.0,0.32,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.96,51.98,59.96,0.0,59.96,0.0,0.47,1,184,92.0,0.25,3,0,6,2,True,False,0,0,0.0,35.28,92.0,0.0
4,241.08,True,60.27,0.0,0.09,0.0,0.21,0.36,0.0,0.0,0.18,0.0,0.0,0.0,0.07,0.0,0.05,0.36,0.0,206.1,21.99,12.99,241.08,0.0,241.08,0.0,0.67,1,47,11.75,0.13,6,1,12,4,True,False,0,0,0.0,37.2,7.83,0.0
7,865.73,False,123.67,0.15,0.02,0.0,0.04,0.36,0.12,0.12,0.1,0.04,0.0,0.0,0.01,0.0,0.0,0.18,0.0,845.74,19.99,0.0,0.0,0.0,380.99,110.25,0.62,20,624,89.14,0.17,11,1,24,5,True,False,10,5,50.0,23.51,41.6,0.0
1,459.96,False,459.96,0.08,0.06,0.08,0.0,0.35,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.04,0.0,0.0,0.0,74.99,384.97,0.0,0.0,0.0,0.0,0.0,0.62,13,397,397.0,0.09,7,0,10,2,False,False,3,0,0.0,28.1,79.4,0.0
24,2600.54,True,108.35,0.35,0.01,0.008701,0.01,0.1,0.03,0.05,0.05,0.05,0.0,0.0,0.00152,0.01,0.0,0.02,0.0,2328.59,271.95,0.0,111.98,124.0,1130.88,741.41,0.42,19,656,27.33,0.27,20,5,102,8,True,True,11,8,72.73,15.14,9.11,0.39
1,183.99,False,183.99,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.99,0.0,0.0,0.0,183.99,0.0,0.61,13,534,534.0,0.04,3,0,3,1,True,False,8,1,12.5,54.63,133.5,0.0
3,311.32,True,103.77,0.19,0.02,0.0,0.27,0.0,0.12,0.0,0.29,0.0,0.0,0.0,0.01,0.05,0.0,0.0,0.0,235.96,75.36,0.0,202.34,0.0,311.32,0.0,0.49,20,390,130.0,0.26,8,0,13,2,True,False,6,2,33.33,22.34,39.0,0.0
3,86.48,False,28.82,0.42,0.0,0.34,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.48,0.0,0.0,0.0,0.0,0.0,0.24,8,581,193.66,0.29,4,0,5,1,True,False,3,0,0.0,35.18,96.83,0.0
23,1390.76,True,60.46,0.12,0.03,0.07,0.04,0.13,0.07,0.04,0.07,0.07,0.0,0.0,0.0,0.02,0.0,0.08,0.0,208.44,1182.32,0.0,140.17,68.25,547.4,56.49,0.57,29,686,29.82,0.24,17,8,59,3,True,False,11,9,81.82,7.07,5.23,0.38
3,267.43,False,89.14,0.0,0.03,0.07,0.0,0.08,0.14,0.41,0.0,0.18,0.0,0.0,0.0,0.05,0.0,0.0,58.0,0.0,69.97,139.46,58.0,58.0,127.97,0.0,0.5,7,293,97.66,0.2,8,0,9,3,True,False,1,0,0.0,24.92,58.6,0.0
1,280.0,False,280.0,0.0,0.0,0.0,0.2,0.35,0.22,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.0,280.0,0.0,0.0,0.0,0.0,0.0,0.68,15,361,361.0,0.03,5,0,5,1,True,False,6,0,0.0,58.29,361.0,0.0
3,123.28,True,41.09,0.56,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,123.28,0.0,0.0,0.0,14.99,0.0,0.62,12,679,226.33,0.13,3,1,5,1,True,False,3,1,33.33,41.65,113.16,0.0
24,1963.96,True,81.83,0.33,0.007658,0.0,0.05,0.16,0.17,0.08,0.0,0.01,0.05,0.0,0.003554,0.02,0.005687,0.0,0.0,0.0,1816.02,147.94,594.82,77.03,1263.45,249.47,0.38,26,418,17.41,0.33,16,4,81,8,True,True,9,7,77.78,18.68,7.33,0.07
12,679.81,True,56.65,0.24,0.03,0.0,0.17,0.05,0.0,0.07,0.0,0.11,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,652.83,26.98,138.0,169.2,505.37,0.0,0.52,22,644,53.66,0.26,12,4,35,2,True,False,10,2,20.0,11.39,19.51,0.39
1,128.0,False,128.0,0.22,0.0,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.67,14,357,357.0,0.0,2,0,2,1,False,False,4,0,0.0,64.95,357.0,0.0
2,318.47,False,159.23,0.0,0.0,0.0,0.0,0.62,0.15,0.0,0.16,0.0,0.0,0.0,0.0,0.03,0.01,0.0,0.0,0.0,318.47,0.0,0.0,0.0,318.47,0.0,0.67,6,607,303.5,0.01,5,0,6,2,True,False,1,0,0.0,44.13,151.75,0.0
3,427.81,True,142.6,0.09,0.0,0.0,0.23,0.35,0.12,0.03,0.0,0.0,0.0,0.0,0.11,0.04,0.0,0.12,0.0,0.0,380.85,46.96,102.95,0.0,427.81,0.0,0.6,10,149,49.66,0.13,8,1,15,3,True,False,3,0,0.0,23.73,24.83,0.0
5,275.97,False,55.19,0.03,0.0,0.0,0.0,0.32,0.32,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.01,0.67,0.0,0.0,275.97,0.0,0.0,0.0,49.0,158.0,0.51,17,489,97.8,0.07,9,0,10,1,True,False,5,2,40.0,70.62,69.85,0.11
20,2922.63,True,146.13,0.02,0.007601,0.0,0.09,0.2,0.12,0.05,0.05,0.09,0.03,0.04,0.03,0.09,0.05,0.09,0.0,1491.96,1222.64,208.03,277.44,0.0,1968.41,0.0,0.61,20,608,30.4,0.15,25,4,77,3,True,False,10,5,50.0,11.05,8.68,0.07
2,68.48,False,34.24,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,68.48,0.0,5.5,0.0,5.5,0.0,0.5,0,259,129.5,0.32,2,0,3,1,True,False,0,0,0.0,85.22,129.5,0.0
1,104.98,False,104.98,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,104.98,0.0,0.0,0.0,0.0,0.0,0.11,4,251,251.0,0.3,2,0,2,1,True,False,1,0,0.0,55.55,125.5,0.0
2,112.99,False,56.49,0.0,0.0,0.51,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,112.99,0.0,0.0,0.0,34.99,0.0,0.62,6,389,194.5,0.0,4,0,4,1,True,False,2,0,0.0,39.07,129.66,0.0
4,641.41,True,160.35,0.21,0.05,0.0,0.08,0.47,0.09,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.007016,0.0,0.0,573.96,37.47,29.98,364.5,364.5,364.5,0.0,0.64,18,667,166.75,0.03,10,0,18,5,True,False,6,1,16.67,29.8,37.05,0.0
2,341.7,False,170.85,0.23,0.0,0.0,0.08,0.0,0.0,0.0,0.46,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,341.7,0.0,69.97,0.0,341.7,0.0,0.58,4,153,76.5,0.12,4,0,10,1,True,False,1,0,0.0,32.65,38.25,0.0
5,336.97,True,67.39,0.5,0.02,0.12,0.09,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.01,0.23,0.0,0.0,317.48,19.49,0.0,0.0,164.49,0.0,0.58,16,688,137.6,0.18,7,1,12,3,True,False,9,3,33.33,39.31,31.27,0.0
11,681.01,True,61.91,0.1,0.0,0.0,0.06,0.18,0.21,0.0,0.0,0.14,0.0,0.0,0.002455,0.07,0.03,0.0,0.0,100.49,394.56,185.96,357.06,231.69,609.02,0.0,0.55,17,334,30.36,0.18,13,3,27,7,True,False,8,3,37.5,12.51,9.54,0.19
9,1072.5,False,119.16,0.1,0.02,0.11,0.07,0.35,0.0,0.05,0.15,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,819.61,252.89,253.92,97.98,951.52,0.0,0.5,16,510,56.66,0.19,11,1,36,4,True,False,10,2,20.0,19.57,30.0,0.0
1,167.99,False,167.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,69.99,0.0,0.0,0.0,167.99,0.0,0.66,7,142,142.0,0.0,1,0,2,2,True,False,1,0,0.0,100.0,71.0,0.0
